36
-18, -1
-18, 0
-17, -1
-17, 0
-8, -2
-8, -1
-8, 0
-7, -3
-7, 1
-6, -4
-6, 2
-5, -4
-5, 2
-4,-1
-3, -3
-3, 1
-2, -2
-2, -1
-2, 0
-1, -1
2, 0
2, 1
2, 2
3, 0
3, 1
3, 2
4, -1
4, 3
6, -2
6, -1
6, 3
6, 4
16, 1
16, 2
17, 1
17, 2
